model_row,Old_index_1,smiles,canonical_smiles,doi,compoundId,Solvent,selected_point_index,wavelength,TPACS,values_ln,elements
467,521,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5cccs5)s4)c4nsnc34)cc2)c2ccccc2)cc1,CAN:c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5cccs5)s4)c4nsnc34)cc2)c2ccccc2)cc1,10.1039/C5SC04920B,TPEBT,THF,1,780.0,1720.0,7.45007957,"C,H,N,S"
468,522,c1ccc(/C(=C(\c2ccccc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5cccs5)s4)c4nsnc34)cc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5cccs5)s4)c4nsnc34)cc2)cc1,CAN:c1ccc(/C(=C(\c2ccccc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5cccs5)s4)c4nsnc34)cc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5cccs5)s4)c4nsnc34)cc2)cc1,10.1039/C5SC04920B,DTPEBT,THF,1,780.0,1900.0,7.549609165,"C,H,N,S"
469,523,COc1ccc(/C(C#N)=C/c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1,CAN:COc1ccc(/C(C#N)=C/c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1,10.1039/c2cc36806d,ENPOMe,THF,0,740.0,5548.0,8.621192781,"C,H,N,O"
470,526,C(#Cc1cc(C#Cc2ccccc2)c2ccc3c(-c4ccccc4)cc(-c4ccccc4)c4ccc1c2c43)c1ccccc1,CAN:C(#Cc1cc(C#Cc2ccccc2)c2ccc3c(-c4ccccc4)cc(-c4ccccc4)c4ccc1c2c43)c1ccccc1,10.1002/cptc.201800053,2a,DCM,0,780.0,200.0,5.298317367,"C,H"
471,527,Fc1ccc(C#Cc2cc(C#Cc3ccc(F)cc3)c3ccc4c(-c5ccccc5)cc(-c5ccccc5)c5ccc2c3c54)cc1,CAN:Fc1ccc(C#Cc2cc(C#Cc3ccc(F)cc3)c3ccc4c(-c5ccccc5)cc(-c5ccccc5)c5ccc2c3c54)cc1,10.1002/cptc.201800053,2b,DCM,0,780.0,190.0,5.247024072,"C,F,H"
472,528,COc1ccc(C#Cc2cc(C#Cc3ccc(OC)cc3)c3ccc4c(-c5ccccc5)cc(-c5ccccc5)c5ccc2c3c54)cc1,CAN:COc1ccc(C#Cc2cc(C#Cc3ccc(OC)cc3)c3ccc4c(-c5ccccc5)cc(-c5ccccc5)c5ccc2c3c54)cc1,10.1002/cptc.201800053,2c,DCM,1,800.0,110.0,4.700480366,"C,H,O"
473,529,O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)c3ccc4c(-c5ccccc5)cc(-c5ccccc5)c5ccc2c3c54)cc1,CAN:O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)c3ccc4c(-c5ccccc5)cc(-c5ccccc5)c5ccc2c3c54)cc1,10.1002/cptc.201800053,2d,DCM,0,780.0,1600.0,7.377758908,"C,H,O"
474,530,CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(N(C)C)cc3)c3ccc4c(-c5ccccc5)cc(-c5ccccc5)c5ccc2c3c54)cc1,CAN:CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(N(C)C)cc3)c3ccc4c(-c5ccccc5)cc(-c5ccccc5)c5ccc2c3c54)cc1,10.1002/cptc.201800053,2e,DCM,0,780.0,2400.0,7.783224016,"C,H,N"
475,533,CN(C)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(C)C)cc3)=[O+][B-](F)(F)O2)cc1,CAN:CN(C)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(C)C)cc3)=[O+][B-](F)(F)O2)cc1,10.1002/chem.201504903,1,DCM,2,950.0,900.0,6.802394763,"B,C,F,H,N,O"
476,534,CN(C)c1ccc(/C=C/C2=C3CCC/C(=C\c4ccc(N(C)C)cc4)C3=[O+][B-](F)(F)O2)cc1,CAN:CN(C)c1ccc(/C=C/C2=C3CCC/C(=C\c4ccc(N(C)C)cc4)C3=[O+][B-](F)(F)O2)cc1,10.1002/chem.201504903,2,DCM,2,920.0,2450.0,7.803843304,"B,C,F,H,N,O"
477,535,CCCOc1cc(N(CC)CC)ccc1/C=C/C1=CC(/C=C/c2ccc(N(CC)CC)cc2OCCC)=[O+][B-](F)(F)O1,CAN:CCCOc1cc(N(CC)CC)ccc1/C=C/C1=CC(/C=C/c2ccc(N(CC)CC)cc2OCCC)=[O+][B-](F)(F)O1,10.1002/chem.201504903,3,DCM,1,900.0,2100.0,7.649692624,"B,C,F,H,N,O"
478,536,CCCOc1c(/C=C/C2=CC(/C=C/c3cc4c5c(c3OCCC)CCCN5CCC4)=[O+][B-](F)(F)O2)cc2c3c1CCCN3CCC2,CAN:CCCOc1c(/C=C/C2=CC(/C=C/c3cc4c5c(c3OCCC)CCCN5CCC4)=[O+][B-](F)(F)O2)cc2c3c1CCCN3CCC2,10.1002/chem.201504903,4,DCM,3,980.0,4500.0,8.411832676,"B,C,F,H,N,O"
479,537,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](F)(F)O2)cc1,CAN:COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](F)(F)O2)cc1,10.1002/chem.201504903,5,DCM,0,770.0,155.0,5.043425117,"B,C,F,H,O"
480,538,CSc1ccc(/C=C/C2=CC(/C=C/c3ccc(SC)cc3)=[O+][B-](F)(F)O2)cc1,CAN:CSc1ccc(/C=C/C2=CC(/C=C/c3ccc(SC)cc3)=[O+][B-](F)(F)O2)cc1,10.1002/chem.201504903,6,DCM,0,820.0,330.0,5.799092654,"B,C,F,H,O,S"
481,539,COCCOCCOc1ccc(/C=C/C2=CC(/C=C/c3ccc(OCCOCCOC)cc3)=[O+][B-](F)(F)O2)cc1,CAN:COCCOCCOc1ccc(/C=C/C2=CC(/C=C/c3ccc(OCCOCCOC)cc3)=[O+][B-](F)(F)O2)cc1,10.1002/chem.201504903,7,DCM,0,770.0,160.0,5.075173815,"B,C,F,H,O"
482,540,CC(C)CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[O+][B-](F)(F)O1,CAN:CC(C)CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[O+][B-](F)(F)O1,10.1002/chem.201504903,M1,DCM,0,980.0,179.0,5.187385806,"B,C,F,H,N,O"
483,541,CSc1ccc(/C=C/C2=[O+][B-](F)(F)OC(CC(C)C)=C2)cc1,CAN:CSc1ccc(/C=C/C2=[O+][B-](F)(F)OC(CC(C)C)=C2)cc1,10.1002/chem.201504903,M6,DCM,2,850.0,63.0,4.143134726,"B,C,F,H,O,S"
484,542,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CAN:CCC(=O)c1ccc2cc(N(C)C)ccc2c1,10.1002/anie.201502157,prodan,Toluene-DMSO,1,720.0,110.0,4.700480366,"C,H,N,O"
485,543,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CAN:O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,10.1002/anie.201502157,C153,Toluene-DMSO,2,820.0,48.0,3.871201011,"C,F,H,N,O"
486,544,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CAN:CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,10.1039/d0pp00076k,NR,MeOH,3,1050.0,100.0,4.605170186,"C,H,N,O"
487,545,CCN(CC)c1ccc2nc3c4cc(C(F)(F)F)ccc4c(=O)cc-3oc2c1,CAN:CCN(CC)c1ccc2nc3c4cc(C(F)(F)F)ccc4c(=O)cc-3oc2c1,10.1039/d0pp00076k,1,MeOH,3,1050.0,235.0,5.459585514,"C,F,H,N,O"
488,546,CCN(CC)c1ccc2nc3c4cccc(C(F)(F)F)c4c(=O)cc-3oc2c1,CAN:CCN(CC)c1ccc2nc3c4cccc(C(F)(F)F)c4c(=O)cc-3oc2c1,10.1039/d0pp00076k,2,MeOH,3,1050.0,190.0,5.247024072,"C,F,H,N,O"
489,547,CCN(CC)c1ccc2nc3c4ccc(C(F)(F)F)cc4c(=O)cc-3oc2c1,CAN:CCN(CC)c1ccc2nc3c4ccc(C(F)(F)F)cc4c(=O)cc-3oc2c1,10.1039/d0pp00076k,3,MeOH,3,1050.0,135.0,4.905274778,"C,F,H,N,O"
490,548,CCN(CC)c1ccc2nc3c4ccc(F)cc4c(=O)cc-3oc2c1,CAN:CCN(CC)c1ccc2nc3c4ccc(F)cc4c(=O)cc-3oc2c1,10.1039/d0pp00076k,4,MeOH,3,1050.0,102.0,4.624972813,"C,F,H,N,O"
491,549,CCN(CC)c1ccc2nc3c4ccc(Br)cc4c(=O)cc-3oc2c1,CAN:CCN(CC)c1ccc2nc3c4ccc(Br)cc4c(=O)cc-3oc2c1,10.1039/d0pp00076k,5,MeOH,3,1050.0,132.0,4.882801923,"Br,C,H,N,O"
492,550,CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CAN:CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,10.1039/C2CC31261A,PBI1,THF,0,770.0,530.0,6.272877007,"C,H,N,O"
493,551,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2c1c1c(c4c2C(CCCCCC)(CCCCCC)c2cc5c(cc2-4)c2cc4c(=O)n(C(CC)CC)c(=O)c6ccc7c8ccc9c(=O)n(C(CC)CC)c(=O)c%10cc5c(c8c9%10)c2c7c64)C(CCCCCC)(CCCCCC)c2cc4c(cc2-1)c1cc2c(=O)n(C(CC)CC)c(=O)c5ccc6c7ccc8c(=O)n(C(CC)CC)c(=O)c9cc4c(c7c89)c1c6c52)c1cc2c4c(ccc5c6ccc7c8c(cc3c(c86)c1c45)CN(C)C7=O)C(=O)N(C(CC)CC)C2=O,CAN:CCCCCCC1(CCCCCC)c2cc3c(cc2-c2c1c1c(c4c2C(CCCCCC)(CCCCCC)c2cc5c(cc2-4)c2cc4c(=O)n(C(CC)CC)c(=O)c6ccc7c8ccc9c(=O)n(C(CC)CC)c(=O)c%10cc5c(c8c9%10)c2c7c64)C(CCCCCC)(CCCCCC)c2cc4c(cc2-1)c1cc2c(=O)n(C(CC)CC)c(=O)c5ccc6c7ccc8c(=O)n(C(CC)CC)c(=O)c9cc4c(c7c89)c1c6c52)c1cc2c4c(ccc5c6ccc7c8c(cc3c(c86)c1c45)CN(C)C7=O)C(=O)N(C(CC)CC)C2=O,10.1039/C2CC31261A,Tr-PBI1,THF,7,980.0,11200.0,9.323669057,"C,H,N,O"
494,552,CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O,CAN:CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O,10.1002/asia.201301334,1,DMF,2,840.0,17.0,2.833213344,"C,H,N,O"
495,553,CCC1=C(C)C2C(c3ccccc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CAN:CCC1=C(C)C2C(c3ccccc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,10.1002/asia.201301334,2,DMF,2,840.0,10.0,2.302585093,"B,C,F,H,N"
496,554,CCCCNc1ccc2c3c(cccc13)C(=O)N(Cc1ccc(C3c4c(C)c(CC)c(C)n4[B-](F)(F)[N+]4=C(C)C(CC)=C(C)C34)cc1)C2=O,CAN:CCCCNc1ccc2c3c(cccc13)C(=O)N(Cc1ccc(C3c4c(C)c(CC)c(C)n4[B-](F)(F)[N+]4=C(C)C(CC)=C(C)C34)cc1)C2=O,10.1002/asia.201301334,3,DMF,2,840.0,27.0,3.295836866,"B,C,F,H,N,O"
497,555,CCCCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(C3c4c(C)c(CC)c(C)n4[B-](F)(F)[N+]4=C(C)C(CC)=C(C)C34)cc1)C2=O,CAN:CCCCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(C3c4c(C)c(CC)c(C)n4[B-](F)(F)[N+]4=C(C)C(CC)=C(C)C34)cc1)C2=O,10.1002/asia.201301334,4,DMF,2,840.0,19.0,2.944438979,"B,C,F,H,N,O"
498,556,CCN(CC)c1ccc(-c2nc(Cl)nc(Cl)n2)cc1,CAN:CCN(CC)c1ccc(-c2nc(Cl)nc(Cl)n2)cc1,10.1016/j.cplett.2007.07.027,PDT,Toluene,2,800.0,190.0,5.247024072,"C,Cl,H,N"
499,557,CCN(CC)c1c(C)cc(-c2nc(Cl)nc(Cl)n2)cc1C,CAN:CCN(CC)c1c(C)cc(-c2nc(Cl)nc(Cl)n2)cc1C,10.1016/j.cplett.2007.07.027,MPDT,Toluene,2,790.0,88.0,4.477336814,"C,Cl,H,N"
500,561,O=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=O)s4)cc3)c3ccc(-c4ccc(C=O)s4)cc3)cc2)s1,CAN:O=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=O)s4)cc3)c3ccc(-c4ccc(C=O)s4)cc3)cc2)s1,10.1002/smll.201100726,2,Toluene,1,725.0,570.0,6.345636361,"C,H,N,O,S"
501,562,O=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,CAN:O=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,10.1002/smll.201100726,1,TCM,2,800.0,145.0,4.976733742,"C,H,N,O,S"
502,564,N#C/C=C/c1ccc(N(c2ccc(/C=C/C#N)cc2)c2ccc(/C=C/C#N)cc2)cc1,CAN:N#C/C=C/c1ccc(N(c2ccc(/C=C/C#N)cc2)c2ccc(/C=C/C#N)cc2)cc1,10.1039/C5TC01293G,2,THF,2,810.0,260.0,5.560681631,"C,H,N"
503,565,N#Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C#N)cc4)cc3)c3ccc(-c4ccc(C#N)cc4)cc3)cc2)cc1,CAN:N#Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C#N)cc4)cc3)c3ccc(-c4ccc(C#N)cc4)cc3)cc2)cc1,10.1039/C5TC01293G,3,THF,0,760.0,580.0,6.363028104,"C,H,N"
504,566,N#Cc1ccc(C#Cc2ccc(N(c3ccc(C#Cc4ccc(C#N)cc4)cc3)c3ccc(C#Cc4ccc(C#N)cc4)cc3)cc2)cc1,CAN:N#Cc1ccc(C#Cc2ccc(N(c3ccc(C#Cc4ccc(C#N)cc4)cc3)c3ccc(C#Cc4ccc(C#N)cc4)cc3)cc2)cc1,10.1039/C5TC01293G,4,THF,0,760.0,800.0,6.684611728,"C,H,N"
505,568,N#CC(C#N)=CC#Cc1ccc(N(c2ccc(C#CC=C(C#N)C#N)cc2)c2ccc(C#CC=C(C#N)C#N)cc2)cc1,CAN:N#CC(C#N)=CC#Cc1ccc(N(c2ccc(C#CC=C(C#N)C#N)cc2)c2ccc(C#CC=C(C#N)C#N)cc2)cc1,10.1039/C5TC01293G,6,THF,3,830.0,730.0,6.593044534,"C,H,N"
506,569,Cn1c(/C=C/c2ccc(N(c3ccc(/C=C/c4nc(C#N)c(C#N)n4C)cc3)c3ccc(/C=C/c4nc(C#N)c(C#N)n4C)cc3)cc2)nc(C#N)c1C#N,CAN:Cn1c(/C=C/c2ccc(N(c3ccc(/C=C/c4nc(C#N)c(C#N)n4C)cc3)c3ccc(/C=C/c4nc(C#N)c(C#N)n4C)cc3)cc2)nc(C#N)c1C#N,10.1039/C5TC01293G,7,THF,2,810.0,650.0,6.476972363,"C,H,N"
507,570,N#Cc1cccc(C#N)c1C#Cc1ccc(N(c2ccc(C#Cc3c(C#N)cccc3C#N)cc2)c2ccc(C#Cc3c(C#N)cccc3C#N)cc2)cc1,CAN:N#Cc1cccc(C#N)c1C#Cc1ccc(N(c2ccc(C#Cc3c(C#N)cccc3C#N)cc2)c2ccc(C#Cc3c(C#N)cccc3C#N)cc2)cc1,10.1039/C5TC01293G,9,THF,2,810.0,860.0,6.756932389,"C,H,N"
508,571,N#Cc1ccc(C#Cc2ccc(N(c3ccc(C#Cc4ccc(C#N)cc4C#N)cc3)c3ccc(C#Cc4ccc(C#N)cc4C#N)cc3)cc2)c(C#N)c1,CAN:N#Cc1ccc(C#Cc2ccc(N(c3ccc(C#Cc4ccc(C#N)cc4C#N)cc3)c3ccc(C#Cc4ccc(C#N)cc4C#N)cc3)cc2)c(C#N)c1,10.1039/C5TC01293G,10,THF,2,810.0,620.0,6.429719478,"C,H,N"
509,572,N#Cc1ccc(C#Cc2ccc(N(c3ccc(C#Cc4ccc(C#N)s4)cc3)c3ccc(C#Cc4ccc(C#N)s4)cc3)cc2)s1,CAN:N#Cc1ccc(C#Cc2ccc(N(c3ccc(C#Cc4ccc(C#N)s4)cc3)c3ccc(C#Cc4ccc(C#N)s4)cc3)cc2)s1,10.1039/C5TC01293G,11,THF,0,760.0,100.0,4.605170186,"C,H,N,S"
510,573,N#Cc1csc(C#Cc2ccc(N(c3ccc(C#Cc4scc(C#N)c4C#N)cc3)c3ccc(C#Cc4scc(C#N)c4C#N)cc3)cc2)c1C#N,CAN:N#Cc1csc(C#Cc2ccc(N(c3ccc(C#Cc4scc(C#N)c4C#N)cc3)c3ccc(C#Cc4scc(C#N)c4C#N)cc3)cc2)c1C#N,10.1039/C5TC01293G,12,THF,1,800.0,350.0,5.857933154,"C,H,N,S"
511,574,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CAN:O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,10.1364/OE.16.004029,Fluorescein,H2O pH=11,1,650.0,65.0,4.17438727,"C,H,O"
512,577,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:C(=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)/c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1364/OE.16.004029,"4,4-Bis-",DCM,3,690.0,340.0,5.828945618,"C,H,N"
513,579,O=c1ccc2ccccc2o1,CAN:O=c1ccc2ccccc2o1,10.1364/OE.16.004029,Coumarin 485,MeOH,3,800.0,38.0,3.63758616,"C,H,O"
514,580,CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CAN:CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,10.1364/OE.16.004029,Rh6G,MeOH,1,700.0,132.0,4.882801923,"C,H,N,O"
515,581,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1,CAN:CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1,10.1364/OE.16.004029,RhB,MeOH,1,700.0,240.0,5.480638923,"C,H,N,O"
516,582,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CAN:C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,10.1364/OE.16.004029,Tetraphen,CCl4,0,800.0,9.0,2.197224577,"C,H,N"
517,586,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CAN:CCCCCCCCCCC1(CCCCCCCCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,10.1021/cr050054x,110,hexane,0,610.0,1000.0,6.907755279,"C,H,N"
518,587,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(/C=C/c3ccc(-c4nc5ccccc5s4)cc3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CAN:CCCCCCCCCCC1(CCCCCCCCCC)c2cc(/C=C/c3ccc(-c4nc5ccccc5s4)cc3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,10.1021/cr050054x,109,DCM,0,610.0,1530.0,7.333023014,"C,H,N,S"
519,588,C(#Cc1cccc(C#Cc2ccc(-c3c4nc(c(-c5ccc(C#Cc6cccc(C#Cc7ccccc7)c6)cc5)c5ccc([nH]5)c(-c5ccc(C#Cc6cccc(C#Cc7ccccc7)c6)cc5)c5nc(c(-c6ccc(C#Cc7cccc(C#Cc8ccccc8)c7)cc6)c6ccc3[nH]6)C=C5)C=C4)cc2)c1)c1ccccc1,CAN:C(#Cc1cccc(C#Cc2ccc(-c3c4nc(c(-c5ccc(C#Cc6cccc(C#Cc7ccccc7)c6)cc5)c5ccc([nH]5)c(-c5ccc(C#Cc6cccc(C#Cc7ccccc7)c6)cc5)c5nc(c(-c6ccc(C#Cc7cccc(C#Cc8ccccc8)c7)cc6)c6ccc3[nH]6)C=C5)C=C4)cc2)c1)c1ccccc1,10.1021/cr050054x,299,DCM,0,780.0,10523.0,9.261318617,"C,H,N"
520,589,C(#Cc1ccc(C#Cc2ccc(-c3c4nc(c(-c5ccc(C#Cc6ccc(C#Cc7ccccc7)cc6)cc5)c5ccc([nH]5)c(-c5ccc(C#Cc6ccc(C#Cc7ccccc7)cc6)cc5)c5nc(c(-c6ccc(C#Cc7ccc(C#Cc8ccccc8)cc7)cc6)c6ccc3[nH]6)C=C5)C=C4)cc2)cc1)c1ccccc1,CAN:C(#Cc1ccc(C#Cc2ccc(-c3c4nc(c(-c5ccc(C#Cc6ccc(C#Cc7ccccc7)cc6)cc5)c5ccc([nH]5)c(-c5ccc(C#Cc6ccc(C#Cc7ccccc7)cc6)cc5)c5nc(c(-c6ccc(C#Cc7ccc(C#Cc8ccccc8)cc7)cc6)c6ccc3[nH]6)C=C5)C=C4)cc2)cc1)c1ccccc1,10.1021/cr050054x,298,DCM,0,780.0,15525.0,9.650206907,"C,H,N"
521,590,C(#Cc1ccc(-c2c3nc(c(-c4ccc(C#Cc5ccccc5)cc4)c4ccc([nH]4)c(-c4ccc(C#Cc5ccccc5)cc4)c4nc(c(-c5ccc(C#Cc6ccccc6)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1)c1ccccc1,CAN:C(#Cc1ccc(-c2c3nc(c(-c4ccc(C#Cc5ccccc5)cc4)c4ccc([nH]4)c(-c4ccc(C#Cc5ccccc5)cc4)c4nc(c(-c5ccc(C#Cc6ccccc6)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1)c1ccccc1,10.1021/cr050054x,297,DCM,0,780.0,1537.0,7.337587744,"C,H,N"
522,591,CCOc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc5c(c4)sc4cc(/C=C/c6ccc(-c7nnc(-c8ccc(OCC)cc8)o7)cc6)ccc45)cc3)o2)cc1,CAN:CCOc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc5c(c4)sc4cc(/C=C/c6ccc(-c7nnc(-c8ccc(OCC)cc8)o7)cc6)ccc45)cc3)o2)cc1,10.1021/cr050054x,182,DMF,0,720.0,377.0,5.932245187,"C,H,N,O,S"
523,592,CCOc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc5c6ccc(/C=C/c7ccc(-c8nnc(-c9ccc(OCC)cc9)o8)cc7)cc6n(CC)c5c4)cc3)o2)cc1,CAN:CCOc1ccc(-c2nnc(-c3ccc(/C=C/c4ccc5c6ccc(/C=C/c7ccc(-c8nnc(-c9ccc(OCC)cc9)o8)cc7)cc6n(CC)c5c4)cc3)o2)cc1,10.1021/cr050054x,183,DMF,0,720.0,454.0,6.118097198,"C,H,N,O"
524,593,N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1021/cr050054x,180a,TCM,0,800.0,187.0,5.231108617,"C,H,N"
525,594,N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccc(Br)cc3)cc2)nc(/C=C/c2ccc(N(c3ccccc3)c3ccc(Br)cc3)cc2)c(C#N)c1/C=C/c1ccc(N(c2ccccc2)c2ccc(Br)cc2)cc1,CAN:N#Cc1c(/C=C/c2ccc(N(c3ccccc3)c3ccc(Br)cc3)cc2)nc(/C=C/c2ccc(N(c3ccccc3)c3ccc(Br)cc3)cc2)c(C#N)c1/C=C/c1ccc(N(c2ccccc2)c2ccc(Br)cc2)cc1,10.1021/cr050054x,180b,TCM,0,800.0,204.0,5.318119994,"Br,C,H,N"
526,595,Cc1nc(/C=C/c2ccc(N(c3ccccc3)c3ccc(Br)cc3)cc2)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccc(Br)cc3)cc2)c1C#N,CAN:Cc1nc(/C=C/c2ccc(N(c3ccccc3)c3ccc(Br)cc3)cc2)c(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccc(Br)cc3)cc2)c1C#N,10.1021/cr050054x,181b,TCM,0,800.0,118.0,4.770684624,"Br,C,H,N"
527,596,CCCCCCCCCCCCCCCCN(CC)c1ccc(/C=C/c2nc(C)c(C#N)c(/C=C/c3ccc(N(CC)CCCCCCCCCCCCCCCC)cc3)c2C#N)cc1,CAN:CCCCCCCCCCCCCCCCN(CC)c1ccc(/C=C/c2nc(C)c(C#N)c(/C=C/c3ccc(N(CC)CCCCCCCCCCCCCCCC)cc3)c2C#N)cc1,10.1021/cr050054x,181c,TCM,0,800.0,109.0,4.691347882,"C,H,N"
528,597,Cc1cc(C)c(B(c2ccc(/C=C/c3ccc(/C=C/c4ccc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc4)cc3)cc2)c2c(C)cc(C)cc2C)c(C)c1,CAN:Cc1cc(C)c(B(c2ccc(/C=C/c3ccc(/C=C/c4ccc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc4)cc3)cc2)c2c(C)cc(C)cc2C)c(C)c1,10.1021/cr050054x,184,THF,0,720.0,75.0,4.317488114,"B,C,H"
529,598,Cc1cc(C)c(B(c2ccc(/C=C/c3ccc(/C=C/c4ccc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)s4)cc3)s2)c2cc(C)cc(C)c2C)c(C)c1,CAN:Cc1cc(C)c(B(c2ccc(/C=C/c3ccc(/C=C/c4ccc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)s4)cc3)s2)c2cc(C)cc(C)c2C)c(C)c1,10.1021/cr050054x,188,THF,0,775.0,1340.0,7.200424893,"B,C,H,S"
