model_row,Old_index_1,smiles,canonical_smiles,doi,compoundId,Conju-Max-Distance,Wavelength (Exp nm),ET(30) (Solvent),PEOE-Charge-Max,Atomic-LogP-Min,Atomic-MR-Max,rg,asphericity,eccentricity,num_chiral_centers,num_cis_trans,rg_mw_ratio,molecular_weight,rigid_bond_ratio,values_ln
15,17,N#C/C(=C\c1ccc(N(CCO)CCO)cc1)c1ccc([N+](=O)[O-])cc1,CAN:N#C/C(=C\c1ccc(N(CCO)CCO)cc1)c1ccc([N+](=O)[O-])cc1,10.1016/j.dyepig.2016.09.012,Z3,12,740,43.2,0.386268119,-0.3061,52.108,5.177824995598347,0.7450388805970055,0.9955561483878228,0,1,0.014652369404995065,353.37800000000004,0.1111111111111111,8.933516469
16,18,CN(CCO)c1ccc(/C=C(\C#N)c2ccc(N)cc2)cc1,CAN:CN(CCO)c1ccc(/C=C(\C#N)c2ccc(N)cc2)cc1,10.1016/j.dyepig.2016.09.012,L1,11,760,43.2,0.159583349,-0.5651,52.108,4.605532618876622,0.7597453150362313,0.9961435961515209,0,1,0.015698717042903577,293.37,0.08695652173913043,6.791479856
17,19,CCN(CCO)c1ccc(/C=C(\C#N)c2ccc(N)cc2)cc1,CAN:CCN(CCO)c1ccc(/C=C(\C#N)c2ccc(N)cc2)cc1,10.1016/j.dyepig.2016.09.012,L2,11,740,43.2,0.159583349,-0.5651,52.108,4.636274570288926,0.717045646111784,0.9944124632582568,0,1,0.01508236765579666,307.397,0.08333333333333333,6.842234943
18,20,N#C/C(=C\c1ccc(N(CCO)CCO)cc1)c1ccc(N)cc1,CAN:N#C/C(=C\c1ccc(N(CCO)CCO)cc1)c1ccc(N)cc1,10.1016/j.dyepig.2016.09.012,L3,11,740,43.2,0.159583349,-0.5651,52.108,4.772227228214522,0.70051532471165,0.993593625602037,0,1,0.014756605611122344,323.396,0.08,8.240369288
19,21,CCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCC)cc3)nc(-c3ccc(-c4ccc(-c5nc(/C=C/c6ccc(OCCCCCCCC)cc6)cc(/C=C/c6ccc(OCCCCCCCC)cc6)n5)s4)s3)n2)cc1,CAN:CCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCC)cc3)nc(-c3ccc(-c4ccc(-c5nc(/C=C/c6ccc(OCCCCCCCC)cc6)cc(/C=C/c6ccc(OCCCCCCCC)cc6)n5)s4)s3)n2)cc1,10.1039/c7tc01266g,OSPB,25,690,37.4,0.205890041,-0.1052,46.302,12.694901239180666,0.25697298482904507,0.9029698781167373,0,4,0.010206364929371459,1243.822,0.5154639175257731,7.209340257
20,22,O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1ccccc1,CAN:O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1ccccc1,10.1039/c6tc00382f,C-0,14,900,43.2,0.207211865,-0.1654,31.77,5.046545142734119,0.607588436810536,0.988061483276649,0,1,0.013228165511753912,381.5000000000001,0.06451612903225806,5.231108617
21,23,O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1ccccn1,CAN:O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1ccccn1,10.1039/c6tc00382f,C-1,14,960,43.2,0.313908931,-0.3081,31.77,5.0165214027324785,0.6045016191118187,0.9878292213405997,0,1,0.013115500101264554,382.4880000000001,0.06451612903225806,5.049856007
22,24,O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1cccnc1,CAN:O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)s1)c1cccnc1,10.1039/c6tc00382f,C-2,14,960,43.2,0.227119024,-0.1654,31.77,5.0447960374770195,0.6102533244287772,0.9882493814642418,0,1,0.013189423034126608,382.4880000000001,0.06451612903225806,5.370638028
23,25,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3ccccc3)s2)cc1,CAN:CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3ccccc3)s2)cc1,10.1039/c6tc00382f,OC-0,15,890,37.4,0.207211865,-0.1654,33.455,5.777087755061198,0.38864450007287954,0.959477880668819,0,1,0.012301988805639616,469.6060000000001,0.05405405405405406,6.045005314
24,26,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3ccccn3)s2)cc1,CAN:CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3ccccn3)s2)cc1,10.1039/c6tc00382f,OC-1,15,960,34.3,0.313908931,-0.3081,33.455,5.5119102766931904,0.3977732111862862,0.9619650833243629,0,1,0.011712665857816268,470.5940000000001,0.08108108108108109,6.70930434
25,27,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3cccnc3)s2)cc1,CAN:CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(/C=C/C(=O)c3cccnc3)s2)cc1,10.1039/c6tc00382f,OC-2,15,960,34.3,0.227119024,-0.1654,33.455,5.776334102875776,0.38811645549926704,0.9595862799845378,0,1,0.012274559605255857,470.5940000000001,0.08108108108108109,6.300785795
26,28,CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(/C=C/c2c3ccccc3c(C=C3C(=O)CC(C)(C)CC3=O)c3ccccc23)cc1,CAN:CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(/C=C/c2c3ccccc3c(C=C3C(=O)CC(C)(C)CC3=O)c3ccccc23)cc1,10.1039/c5tc03334a,6,14,725,40.7,0.394249122,-0.4309,53.271,8.161143402799075,0.6943452271982762,0.9933046816070943,0,1,0.010433442940897042,782.2099999999999,0.16129032258064516,6.551080335
27,29,CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(/C=C/c2c3ccccc3c(C=C3C(=O)c4ccccc4C3=O)c3ccccc23)cc1,CAN:CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(/C=C/c2c3ccccc3c(C=C3C(=O)c4ccccc4C3=O)c3ccccc23)cc1,10.1039/c5tc03334a,7,16,725,40.7,0.483050973,-0.4015,53.271,8.050488933071005,0.23377311376579799,0.8891519054430853,0,1,0.010214114075299463,788.1730000000001,0.125,6.877296071
28,30,CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C=C3C(=O)CC(C)(C)CC3=O)c3ccccc23)cc1,CAN:CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C=C3C(=O)CC(C)(C)CC3=O)c3ccccc23)cc1,10.1039/c5tc03334a,10,14,725,40.7,0.394249128,-0.4309,73.492,7.299643855338045,0.3964811781496399,0.9624496868464724,0,0,0.009356190710692528,780.194,0.5161290322580645,6.907755279
29,31,CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C=C3C(=O)c4ccccc4C3=O)c3ccccc23)cc1,CAN:CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C=C3C(=O)c4ccccc4C3=O)c3ccccc23)cc1,10.1039/c5tc03334a,11,16,725,40.7,0.483050979,-0.4015,73.492,9.732483312213708,0.436248454689268,0.9688621827210606,0,0,0.0123798214761348,786.1570000000002,0.125,7.824046011
30,32,CN(C)c1cccc2c(/C=C3\CC/C(=C\c4ccc(N(C)C)c5c(N(C)C)cccc45)C3=O)ccc(N(C)C)c12,CAN:CN(C)c1cccc2c(/C=C3\CC/C(=C\c4ccc(N(C)C)c5c(N(C)C)cccc45)C3=O)ccc(N(C)C)c12,10.1039/c5tc03334a,16,14,725,40.7,0.185897932,-0.4309,38.04,6.208330977070513,0.7054344317071682,0.9938560920135548,0,2,0.011653760196628907,532.7320000000002,0.22727272727272727,6.396929655
31,34,CCN(CC)c1ccc(/C=C/c2cccs2)cc1,CAN:CCN(CC)c1ccc(/C=C/c2cccs2)cc1,10.1039/c5tc00716j,X1,9,730,43.2,-0.017368061,0.0161,49.836,4.354153649353385,0.7853694041221122,0.9969795723432523,0,1,0.016915772407958697,257.402,0.05263157894736842,8.256088134
32,35,C(=C/c1cccs1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:C(=C\c1cccs1)/c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1039/c5tc00716j,X2,13,800,37.4,-0.017368061,0.0161,65.429,4.862998511556864,0.5824002316203848,0.9860837320638662,0,1,0.013757103486822436,353.49000000000007,0.034482758620689655,5.438079309
33,36,CCOc1ccc(N(c2ccc(/C=C/c3cccs3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C/c3cccs3)cc2)c2ccc(OCC)cc2)cc1,10.1039/c5tc00716j,X3,14,800,38.1,0.095144132,0.0161,66.435,5.604596058209989,0.3326874430112995,0.9449541257653735,0,1,0.012691682121690383,441.5960000000002,0.02857142857142857,7.972466016
34,37,CCN(CC)c1ccc(/C=C/C(=O)c2cccs2)cc1,CAN:CCN(CC)c1ccc(/C=C/C(=O)c2cccs2)cc1,10.1039/c5tc00716j,XT1,10,875,43.2,0.269615107,-0.1654,33.801,4.530433179733063,0.7313509829003763,0.9950544422634442,0,1,0.015873310091142147,285.412,0.09523809523809523,9.024010794
35,38,O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1cccs1,CAN:O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1cccs1,10.1039/c5tc00716j,XT2,14,825,43.2,0.269615107,-0.1654,65.429,5.1125400074505425,0.6036317550355247,0.9877657171746763,0,1,0.01340115336160037,381.5000000000001,0.0967741935483871,9.071078305
36,39,CCOc1ccc(N(c2ccc(/C=C/C(=O)c3cccs3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C/C(=O)c3cccs3)cc2)c2ccc(OCC)cc2)cc1,10.1039/c5tc00716j,XT3,15,850,43.2,0.269615107,-0.1654,66.435,5.828398204078499,0.3782383389758223,0.9575062008164834,0,1,0.012411251568503165,469.60600000000017,0.05405405405405406,7.932003152
37,40,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(OC)c3)nc(-c3nc(/C=C/c4ccc(OC)c(OC)c4)cc(/C=C/c4ccc(OC)c(OC)c4)n3)n2)cc1OC,CAN:COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(OC)c3)nc(-c3nc(/C=C/c4ccc(OC)c(OC)c4)cc(/C=C/c4ccc(OC)c(OC)c4)n3)n2)cc1OC,10.1021/jp511486y,34-C1,19,705,40.7,0.312203985,-0.1052,46.349,7.348508790833141,0.4033351065154685,0.9623162220905009,0,4,0.009106906779433226,806.916,0.6153846153846154,5.783825182
38,41,CCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCC,CAN:CCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCC,10.1021/jp511486y,34-C12,19,720,40.7,0.31311097,-0.1052,46.349,14.824313538690195,0.3145574058484606,0.9381598031331196,0,4,0.007262220955497887,2041.2920000000001,0.26143790849673204,5.940171253
39,42,CCCCCCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCCCCCC,CAN:CCCCCCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCCCCCC,10.1021/jp511486y,34-C16,19,705,40.7,0.31311097,-0.1052,46.349,15.767122762593328,0.3313382547538827,0.9484451233895139,0,4,0.006331781126400645,2490.1560000000004,0.21621621621621623,5.918893854
40,43,CCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCC)c1,CAN:CCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCC)c1,10.1021/jp511486y,35-C12,17,690,40.7,0.268391138,-0.1052,46.349,13.09691207193797,0.22358107424392865,0.8770236143134456,0,4,0.006415991475956388,2041.2920000000004,0.26143790849673204,4.787491743
41,44,CCCCCCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCCCCCC)c1,CAN:CCCCCCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCCCCCC)c1,10.1021/jp511486y,35-C16,17,680,40.7,0.268391138,-0.1052,46.349,15.083967582971761,0.1224518615954261,0.8341265842701866,0,4,0.006057438804224217,2490.1560000000004,0.21621621621621623,4.700480366
42,45,N#CC(C#N)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:N#CC(C#N)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1039/c4ra06314g,T1,18,800,39.1,0.377555738,0.0161,65.429,5.706422683929952,0.3805319346014612,0.9575348919176482,0,0,0.010105371926519146,564.6920000000002,0.061224489795918366,7.258412151
43,46,N#CC(C#N)=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,CAN:N#CC(C#N)=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,10.1039/c4ra06314g,T2,18,800,39.1,0.377555738,0.01678,36.407,5.825773424713625,0.4607351884999538,0.9729598237755955,0,0,0.010390920387959945,560.6600000000002,0.058823529411764705,6.687108608
44,47,CCCCOc1c(/C=C/c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)sc(/C=C/c2sc(/C=C/c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)c(OCCCC)c2OCCCC)c1OCCCC,CAN:CCCCOc1c(/C=C/c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)sc(/C=C/c2sc(/C=C/c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)c(OCCCC)c2OCCCC)c1OCCCC,10.1117/12.2037003,SJZ-3-16,31,650,37.4,0.432409572,0.0161,66.435,10.593262338634377,0.7370620879689991,0.9952709238646593,0,3,0.009296135383967816,1139.5339999999994,0.033707865168539325,8.268731832
45,48,CN(C)c1ccc(-c2ccc(C(c3ccc(-c4ccc(N(C)C)cc4)s3)=c3ccc(=C4C=CC(=[N+](C)C)C=C4)s3)s2)cc1,CAN:CN(C)c1ccc(-c2ccc(C(c3ccc(-c4ccc(N(C)C)cc4)s3)=c3ccc(=C4C=CC(=[N+](C)C)C=C4)s3)s2)cc1,10.1117/12.2037003,AJTC-02,16,1100,40.7,0.218689309,-1.0135,42.413,6.502433782302649,0.24901101301779402,0.9060688779734113,0,0,0.010506148291778455,618.9170000000003,0.1875,9.93061622
46,49,CCn1c2ccccc2c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)cc3)ccc21,CAN:CCn1c2ccccc2c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)cc3)ccc21,10.1016/j.saa.2013.09.051,1,21,820,43.2,0.076549304,0.1297,55.314,7.910425855102084,0.8355567495568639,0.9983054822233788,0,2,0.015309869505585733,516.6880000000002,0.043478260869565216,8.446770727
47,50,CCn1c2ccccc2c2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)c5ccccc5n6CC)cc4)cc3)ccc21,CAN:CCn1c2ccccc2c2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)c5ccccc5n6CC)cc4)cc3)ccc21,10.1016/j.saa.2013.09.051,2,25,900,43.2,0.076549304,0.1297,55.314,9.242768031296709,0.8996984134286519,0.999398503044289,0,2,0.01559208218698941,592.7860000000003,0.03773584905660377,8.782629655
48,51,CCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)Sc4ccccc4N5CC)cc3)ccc21,CAN:CCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)Sc4ccccc4N5CC)cc3)ccc21,10.1016/j.saa.2013.09.051,3,23,1050,43.2,0.055205533,0.0161,45.818,8.416840757007225,0.8763382573030056,0.9990716667899904,0,2,0.01449125679985817,580.8220000000002,0.20833333333333334,9.071078305
49,52,CCN1c2ccccc2Sc2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CC)cc4)cc3)ccc21,CAN:CCN1c2ccccc2Sc2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CC)cc4)cc3)ccc21,10.1016/j.saa.2013.09.051,4,27,1100,43.2,0.055205533,0.0161,46.727,9.775667864532744,0.913632841355149,0.9995590002955799,0,2,0.014881062936937136,656.9200000000001,0.18181818181818182,9.29376198
50,53,Cc1cc(C#N)c(/C=C/c2ccc(N(C)C)cc2)cc1C#N,CAN:Cc1cc(C#N)c(/C=C/c2ccc(N(C)C)cc2)cc1C#N,10.1016/j.snb.2013.03.044,P1,11,790,30.9,0.159329083,0.0161,55.756,4.526622898533654,0.6560323308044197,0.9912403209856258,0,1,0.015752117155591314,287.36600000000004,0.13043478260869565,8.623353387
51,54,Cc1cc(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1C#N,CAN:Cc1cc(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1C#N,10.1016/j.snb.2013.03.044,P2,15,810,30.9,0.159329083,0.0161,65.429,5.4453419445566995,0.6022126032234303,0.9876546653732658,0,1,0.013232651478359345,411.50800000000015,0.08571428571428572,8.805375139
